org_name,count,in_crosswalk,match_type,canonical_name
SNAP INC. Institute for Technology & Education - California State University Dominguez Hills,1,yes,exact,SNAP INC. Institute for Technology & Education - California State University Dominguez Hills
"SNAP Productions, Inc",1,yes,exact,"SNAP Productions, Inc"
SOAR,1,yes,exact,Sharmus Outlaw Advocacy and Rights Institute
SOLARCYCLE,1,yes,exact,SOLARCYCLE
SOLARIA,1,yes,exact,Solaria
"SOLID Energy, Inc",1,yes,exact,"SOLID Energy, Inc"
"SOLID WASTE ASSOCIATION OF NORTH AMERICA, CALIFORNIA CHAPTERS",1,yes,exact,SOLID WASTE ASSOCIATION OF NORTH AMERICA
"SOLutions in Solar Electricity, Culver City",1,yes,exact,Solutions in Solar Electricity
SOLutions in Solar Energy,1,yes,exact,SOLutions in Solar Energy
SOMA Pilipinas,1,yes,exact,Soma Pilipinas
SOMA West Community Benefit District,1,yes,exact,Soma West Community Benefit District
"SONOMA COUNTY INDIAN HEALTH PROJECT, INC",1,yes,exact,Sonoma County Indian Health Project
SONY Pictures Entertainment,1,yes,exact,SONY Pictures Entertainment
SORRA,1,yes,exact,SORRA
SOS Marine,1,yes,exact,SOS Marine
SOUTH ASIAN BUSINESS ALLIANCE NETWORK,1,yes,exact,South Asian Business Alliance Network
SOUTH BAYSIDE WASTE MANAGEMENT AUTHORITY (SBWMA ) DBA RETHINKWASTE,1,yes,normalized,South Bayside Waste Management Authority (Rethink Waste)
SOUTH SAN FRANCISCO SCAVENGER COMPANY,1,yes,exact,SOUTH SAN FRANCISCO SCAVENGER COMPANY
SOUTHERN ALAMEDA COUNTY DENTAL SOCIETY,1,yes,exact,SOUTHERN ALAMEDA COUNTY DENTAL SOCIETY
SOUTHERN CALIFORNIA PUBLIC HEALTH ASSOC,1,yes,exact,Southern California Public Health Association
SOVA Community Food and Resource Program,1,yes,exact,SOVA Community Food and Resource Program
SPARC (Scholarly Publishing & Academic Resources Coalition),1,yes,exact,Scholarly Publishing and Academic Resources Coalition
SPARK,1,yes,exact,"SPORTS, PLAY & ACTIVE RECREATION FOR KIDS"
"SPARK (Sports, Play, and Active Recreation for Kids)",1,yes,exact,"SPARK (Sports, Play, and Active Recreation for Kids)"
SPCS Monterey County,1,yes,exact,SPCS Monterey County
SPEAK Sunset Parkside Education and Action Committee,1,yes,exact,SPEAK Sunset Parkside Education and Action Committee
SPECIALTY EQUIPMENT MARKET ASSOCIATION (SEMA),1,yes,exact,Specialty Equipment and Marketing Association
SPEEDY CASH,1,yes,exact,Speedy Cash
"SPI assumes all legal rights, duties, and powers of the District Governing Board",1,no,,
SPI in consultation w/ SBE and District Governing,1,no,,
SPI/SBE may take any other action considered necessary,1,no,,
SPIN (Stop Propeller Injuries Now),1,yes,exact,SPIN (Stop Propeller Injuries Now)
SPIRA,1,yes,exact,Spira
SPL Worldgroup Consulting,1,yes,exact,SPL Worldgroup Consulting
SPON (Stop Polluting Our Newport),1,yes,exact,Stop Polluting Our Newport (SPON)
SPONSOR,1,no,,
"SPRAWLDEF (Sustainability, Parks, Recycling and Wildlife Defense Fund)",1,yes,exact,"SPRAWLDEF (Sustainability, Parks, Recycling and Wildlife Defense Fund)"
SPS Document & Notary Services,1,yes,exact,SPS Document & Notary Services
SPUR (SAN Francisco Bay Area Planning and Urban Research Association),1,yes,exact,San Francisco Bay Area Planning and Urban Research Association
SPUR and Nourish California,1,no,,
SPUR- Council of Infill Builders,1,no,,
SPX - Automotive Diagnostics Company,1,yes,exact,SPX-Automotive Diagnostics
SPX-Automotive Diagnostics,1,yes,exact,SPX-Automotive Diagnostics
SPX-Automotive Diagnostics Company,1,yes,exact,SPX-Automotive Diagnostics
SR 125 South,1,no,,
SR International Business Insurance Company Limited,1,yes,exact,SR International Business Insurance Company Limited
SR Metals,1,yes,exact,SR Metals
SRCAR,1,yes,exact,Srcar
SREC Trade,1,yes,exact,Srec Trade
SRH is a sponsor of this bill and,1,no,,
SRI International,1,yes,exact,SRI International
SRK Consulting Engineers and Scientists,1,yes,exact,SRK Consulting Engineers and Scientists
SRVEA/Acosta Education Association,1,yes,exact,SRVEA/Acosta Education Association
"SSA Marine, Seaside Transportation Services, LLC, TraPac, Inc",1,no,,
SSDA,1,yes,exact,SMALL SCHOOL DISTRICT'S ASSOCIATION
"SSF Enterprises, Fresno",1,yes,exact,"SSF Enterprises, Fresno"
SSG-Homeless Outreach Program Integrated Care System,1,yes,exact,SSG-Homeless Outreach Program Integrated Care System
SSG/API Forward Movement,1,yes,exact,SSG/API Forward Movement
SSP America,1,yes,exact,SSP America
"SSP Gas Shut-Off Valve Co., Inc",1,yes,exact,"SSP Gas Shut-Off Valve Co., Inc"
ST Forward,1,yes,exact,ST Forward
STA,1,no,,
STAFF ANALYSIS OF SENATE JOINT RESOLUTION 26 (Ashburn)Page,1,no,,
STAFF ANALYSIS OF SENATE JOINT RESOLUTION 3 (Karnette et California Commission on the Status of Women California Family Health Council CommuniCare Health Centers Gray Panthers California Isle City of Alameda Business and Professional Women Santa Cruz Women's Health Center),1,no,,
STAGos Leap Wine Cellars,1,yes,exact,Stag's Leap Wine Cellars
STAND-L.A,1,yes,normalized,Stand Together Against Neighborhood Drilling (STAND - LA)
STAND-LA,1,yes,exact,Stand Together Against Neighborhood Drilling (STAND - LA)
STAR Bend Farms,1,yes,exact,STAR Bend Farms
STAR Stitch in Time Rescue,1,yes,exact,STAR Stitch in Time Rescue
"STAR Vista, Transitional Youth Services",1,yes,exact,"STAR Vista, Transitional Youth Services"
STARS Community Services - San Leandro,1,yes,exact,STARS Community Services - San Leandro
STAT MED Urgent Care,1,yes,exact,STAT MED Urgent Care
STATEWIDE & REGIONAL ASSOCIATIONS California Association of Local Agency Formation Commissions Urban County Caucus,1,no,,
STEP UP! Sacramento,1,yes,normalized,Step Up Sacramento
STEPS,1,yes,exact,STEPS
"STI Outdoor, LLC",1,yes,exact,"STI Outdoor, LLC"
STOCKTON |3 |SM & CS |Final |YES |within |within|after |NO |NONE,1,no,,
STOP Hepatitis Task-Force,1,yes,exact,STOP Hepatitis Task-Force
STOP Hidden Taxes Coalition (coalition representing over 60 California businesses and consumers),1,no,,
STOP Hidden Taxes Coalition (representing over 50 businesses and consumers),1,yes,exact,STOP HIDDEN TAXES COALITION
STOPWASTE,1,yes,exact,Alameda County Waste Management Authority
STRS and PERS,1,no,,
STRS staff is recommending that the STRS Board adopt a,1,yes,exact,STRS Board
"STRUCTUS, Inc",1,yes,normalized,Structus Inc
STS Venture Consulting,1,no,,
"SUBA MFG., Inc",1,yes,exact,"SUBA MFG., Inc"
SUBP . The benefit package required by this bill contains some,1,no,,
SUPPORT California Medical Association,1,no,,
SUPPORT City and County of San Francisco,1,yes,exact,City and County of San Francisco
"SUPPORTposition, requesting technical",1,no,,
SURE Helpline Center,1,yes,exact,Sure Helpline Crisis Center
SURE Helpline Rape Crisis,1,yes,exact,SURE Helpline Rape Crisis
SURFFit,1,yes,exact,SURFFit
SURG San Diego,1,yes,exact,SURG San Diego
SURJ (Showing Up for Racial Justice) Bay Area,1,yes,exact,SURJ (Showing Up for Racial Justice) Bay Area
SURJ (Showing Up for Racial Justice) Contra Costa County,1,yes,exact,SURJ (Showing Up for Racial Justice) Contra Costa County
SURJ (Showing up for Racial Justice) Contra Costa County,1,yes,exact,SURJ (Showing Up for Racial Justice) Contra Costa County
SURJ - San Diego,1,yes,normalized,Surj San Diego
SURJ Marin - Showing Up For Racial Justice,1,yes,exact,Surj Marin - Showing Up for Racial Justice
SURJ Marin - Showing Up for Racial Justice,1,yes,exact,Surj Marin - Showing Up for Racial Justice
SURJ North County San Diego SURJNCSD,1,yes,normalized,Showing Up for Racial Justice
SURJ San Francisco,1,yes,exact,SURJ San Francisco
SURJ San Mateo,1,yes,exact,Surj San Mateo
"SURJ, Bay Area Chapter",1,yes,exact,Showing Up for Racial Justice
SUVA/LA CAUSA,1,yes,exact,Suva La Causa
SV @ Home,1,yes,exact,SILICON VALLEY @ HOME
SV@ Home Action Fund,1,yes,exact,SILICON VALLEY @ HOME
SVCreates,1,yes,exact,Svcreates
SVCreatives,1,yes,exact,SVCreatives
SVLG,1,yes,exact,Svlg
SVMG,1,yes,exact,SILICON VALLEY MANUFACTURING GROUP
SW Administrators,1,yes,exact,"S.W. Administrators, Inc"
"SW Structural, Inc",1,yes,exact,"SW Structural, Inc"
SWANA,1,yes,exact,SOLID WASTE ASSOCIATION OF NORTH AMERICA
SWANA California Chapter's Task Force,1,yes,exact,SOLID WASTE ASSOCIATION OF NORTH AMERICA
"SWANA, California Chapters Legislative Task Force",1,yes,normalized,SOLID WASTE ASSOCIATION OF NORTH AMERICA
SWC - Federation of Fly Fishers,1,yes,normalized,Federation of Fly Fishers
SWC- Federation of Fly Fishers,1,yes,normalized,Federation of Fly Fishers
SWEETWATER AUTHORITY,1,yes,exact,Sweetwater Authority
SWEL,1,yes,exact,Swell Energy
"SWIRL, Inc",1,yes,exact,Swirl
SYAR Concrete,1,yes,exact,SYAR Concrete
SYAR INDUSTRIES,1,yes,exact,SYAR INDUSTRIES
"SYSCO Food Services, Los Angeles",1,yes,exact,"SYSCO Food Services, Los Angeles"
Saafara West African Herbal Teas,1,yes,exact,Saafara West African Herbal Teas
Saba Grocers Initiative,1,yes,exact,Saba Grocers Initiative
Sabara Packing Company,1,yes,exact,Sabara Packing Company
Sabine Dherbecourt,1,no,,
Sable,1,no,,
Sable Offshore Corp,1,yes,exact,Sable Offshore Corporation
Sabre Inc,1,yes,exact,Sabre Inc
"Sabrina Brennan, Member, San Mateo Harbor Commission",1,no,,
Sac City Computer Hub,1,yes,exact,Sac City Computer Hub
Sac County Deputy Sheriffs' Assn,1,yes,exact,DEPUTY SHERIFFS' ASSOCIATION
Sac Healthsystems,1,yes,exact,SAC Health System
Sac Housing Alliance,1,yes,exact,Sac Housing Alliance
"Sac Valley Translations, INC",1,yes,normalized,Sac Valley Translations INC
"Sac Valley Translations, Inc",1,yes,normalized,Sac Valley Translations INC
"SacTec Labs, Inc",1,yes,exact,"SacTec Labs, Inc"
SacValley Medshare,1,yes,exact,Sacvalley Medshare
Sacact,1,yes,exact,Sacact
Saclegal,1,yes,exact,Saclegal
Sacra/Profana,1,yes,exact,Sacra/Profana
Sacrament ACT (Area Congregations Together),1,yes,exact,Sacramento Area Congregations Together (SacramentoACT)
Sacramentans for International Labor Rights,1,yes,exact,Sacramentans for International Labor Rights
Sacramento & North State,1,yes,exact,Sacramento & North State
Sacramento (Sher),1,no,,
Sacramento - Yolo Mutual Housing Association,1,yes,normalized,SACRAMENTO YOLO MUTUAL HOUSING ASSOCIATION
Sacramento 21 Community Partnership,1,yes,exact,Sacramento 21 Community Partnership
Sacramento Adventist Academy,1,yes,exact,Seventh-day Adventist Church
Sacramento Advisors,1,yes,exact,"Sacramento Advisors, LLC"
Sacramento Advocates INC,1,yes,exact,Sacramento Advocates
Sacramento Advocates Inc,1,yes,exact,Sacramento Advocates
Sacramento Alliance for the Mentally Ill (One individual supporter),1,yes,exact,Sacramento County Alliance for the Mentally Ill
Sacramento Area Chapter of ACLU,1,yes,exact,American Civil Liberties Union
Sacramento Area Congregations Together (A.C.T.),1,yes,normalized,Sacramento Area Congregations Together (SacramentoACT)
Sacramento Area Creeks Council,1,yes,exact,Sacramento Area Creeks Council
Sacramento Area Fire Fighters (Local 522),1,yes,normalized,International Association of Fire Fighters
Sacramento Area Flood Control Agencies,1,yes,exact,SACRAMENTO AREA FLOOD CONTROL AGENCY
Sacramento Area Human Resource,1,yes,exact,Sacramento Area Human Resources Association
Sacramento Area Human Resource Association,1,yes,exact,Sacramento Area Human Resources Association
Sacramento Area Local Fire Fighters Local 522,1,yes,exact,International Association of Fire Fighters
Sacramento Area Organizations,1,yes,exact,Sacramento Area Organizations
Sacramento Area bicycle Advocates,1,yes,exact,Sacramento Area Bicycle Coalition
Sacramento Area of Council of Governments,1,yes,exact,SACRAMENTO AREA COUNCIL OF GOVERNMENTS
Sacramento Areas Congregation Together,1,yes,exact,Sacramento Area Congregations Together (SacramentoACT)
"Sacramento Asian Chamber of Commerce, et al",1,no,,
Sacramento Asian Community,1,yes,exact,Sacramento Asian Community
Sacramento Asian Pacific Chamber,1,yes,exact,UNITED STATES CHAMBER OF COMMERCE
Sacramento Asian Pacific Chamber: of Commerce,1,yes,normalized,UNITED STATES CHAMBER OF COMMERCE
Sacramento Asian and Pacific Islander Chamber of Commerce,1,yes,exact,UNITED STATES CHAMBER OF COMMERCE
Sacramento Beagle Club,1,yes,exact,Sacramento Beagle Club
Sacramento Branch NAACP,1,yes,exact,National Association for the Advancement of Colored People (NAACP)
Sacramento Branch of NACCP,1,yes,exact,National Association for the Advancement of Colored People (NAACP)
Sacramento Brew Bike,1,yes,exact,Sacramento Brew Bike
Sacramento CARES,1,yes,exact,Sacramento Cares
Sacramento California Capitol Chapter of National Coalition of 100 Black,1,no,,
Sacramento Capitol Chapter of the Older Women's League (OWL),1,yes,exact,Older Women's League of California
Sacramento Center for Hemamtology and Medical Ontology,1,yes,exact,Sacramento Center for Hematology and Medical Oncology
Sacramento Center for Hematology and Medical,1,yes,exact,Sacramento Center for Hematology and Medical Oncology
Sacramento Center for Hematology and Medical Ontology,1,yes,exact,Sacramento Center for Hematology and Medical Oncology
"Sacramento Center for Hematology and Oncology, Inc",1,yes,exact,Sacramento Center for Hematology and Medical Oncology
Sacramento Central City Transportation Management Agency,1,yes,exact,Sacramento Central City Transportation Management Agency
Sacramento Chapter Japanese Americans Citizens League,1,yes,exact,Sacramento Chapter Japanese Americans Citizens League
"Sacramento Chapter for Physicians for Social Responsibility, Sacramento Chapter",1,yes,exact,PHYSICIANS FOR SOCIAL RESPONSIBILITY
"Sacramento Chapter of Jack & Jill of America, Incorporated",1,yes,exact,"Sacramento Chapter of Jack & Jill of America, Incorporated"
Sacramento Chapter of Safari Club International,1,yes,exact,SAFARI CLUB INTERNATIONAL
Sacramento Chapter of the Brady Campaign to Prevent Gun Violence,1,yes,exact,Sacramento Chapter of the Brady Campaign to Prevent Gun Violence
"Sacramento Chapter of the Links, Incorporated",1,yes,exact,"Links, Incorporated"
Sacramento Chapter of the National Health Federation,1,yes,exact,Sacramento Chapter of the National Health Federation
Sacramento Charter High School,1,yes,exact,Sacramento Charter High School
Sacramento Chinese Culture Foundation,1,yes,exact,Sacramento Chinese Culture Foundation
