org_name,bills_supported
"CA State Legislative Board, Sheet Metal, Air, Rail and Transportation Workers",1
"CA State Legislative Board of Sheet Metal, Air, Rail and Transportation Workers, Engineers and Scientists of CA, IPTE Local 20, AFL-CIO",1
CA State Controller Steve Westly,1
CA State Conference of the National Association for the Advancement of Colored People (NAACP),1
CA State Conference of the National Association for the Advancement of Colored People,1
CA State Conference of the National Assoc. for the Advancement of Colored,1
CA State Conference for NAACP,1
CA State Commanders Veterans Council |Southern California Watershed,1
CA State Chamber of Commerce,1
CA State Board of Pharmacy,1
"CA State Bar, Trusts and Estates Section",1
CA State Automobile Assoc. (AAA Club),1
"CA State Association of Electrical Workers, CA State Pipe Trades Council, and the Western",1
CA State Association of County AuditorsOF SECTION 1,1
CA State Association of County Auditors OF SECTION 1,1
CA State Association of CountiesCA Taxpayer's Association,1
CA State Association of Counties None on file,1
CA State Association of Counties CA Taxpayer's Association,1
CA State Association of Assoc,1
CA State Assoc. of Electrical Workers,1
CA State Assn. of Counties (CSAC),1
CA State AB 1949 (Conroy) Pipe Trades Council,1
CA Spectra Instrumentation. Inc,1
CA Special Districts Association (in concept),1
CA Society of Association Executives,1
CA School Personnel Commissioners Assn,1
CA School Employees Association CA Manufacturers Association,1
CA School Employees Association CA Association of Counties,1
CA Right to Life Education Fund Workers,1
CA Retired Teachers Association Association,1
CA Retailers Association CA Seed Association,1
CA Resource Recovery Association,1
CA Rails to Trails Conservancy,1
CA Railroad Industry (BNSF Railway Company,1
"CA Public Parking Association, CA Firefighters",1
CA Public Interest Research GroupCA State Assoc. of Counties,1
CA Public Interest Research Group (CalPIRG),1
CA Public Defenders Association Beverly Hills Bar Association,1
CA Public Defenders Assoc.Consumer Attorneys of California,1
CA Public Defenders Assoc. Consumer Attorneys of California,1
CA Psychological Assoc,1
CA Psychological Assn,1
CA Psychiatric Assoc,1
CA Professional Firefights,1
CA Professional Assoc. of Specialty Contractors,1
CA Professional Assoc. for Specialty Contractors,1
CA Precast Concrete Assoc. Third Undesignated Category: CA Building Industry Assoc. (Neutral),1
"CA Police Chiefs' Association - ""Approve",1
CA Police Chiefs Association Chiefs of Police,1
CA Plaza,1
CA Peace Officers' Association/CA Police Chiefs' Association,1
"CA Peace Officers' Association - ""Approve",1
CA Partnership for the Future of Learning (prior version),1
CA Partnership for Children None on file,1
CA Partnership,1
CA Organization of Police and SheriffsCity of Oakland,1
CA Organization of Police & Sheriffs,1
CA Organization of Police & Sheriff's,1
CA Optometric Association,1
CA Oaks,1
CA National Organization of WomenCapitol Resource Institute,1
CA National Organization for WomenCoalition of Parent Support,1
CA National Organization for WomenCA Attorneys for Criminal,1
CA Nalini Chilkov,1
CA Municipal Utilities Association (Section 29),1
CA Mr. Eugene H. Bader,1
CA Misha Ruth Cohen,1
CA Mid-State Fair - 16th Ag. Assoc,1
CA Mexican American Chamber of Commerce,1
CA Mental Health Directors Association: CA Psychological Association,1
CA Medical AssociationCA Association of Health Plans,1
CA Medical Association CA Association of Health Plans,1
CA Medical Assoc. (CMA),1
CA Medical Assn,1
CA Manufacturers Assn.None on file,1
CA Manufacturers Assn. None on file,1
CA MEDICAL ASSOC,1
CA Long Term Care Ombudsman Assn,1
CA Local conservation corps,1
CA Library Association: City of Long Beach,1
"CA Legislative Conference of the Plumbing, Heating and Piping Industry (co",1
CA Legislative Conference of the Plumbing and Heating Industry,1
CA Legislation,1
CA Law Enforcement Association of Records Supervisors CA State Sheriffs' Association Los Angeles County Sheriff CA Peace Officers' Association County Sheriffs of: Alameda,1
CA Large Energy Consumers Assn,1
CA Landscape Contractors Association (Support listed below is to April 11 version of bill:),1
CA Landscape Contractors,1
CA Land and Title Association,1
CA Land Title Association (CLTA),1
CA Labs,1
CA Labor and Workforce Development Agency (LWDA) - Sponsor,1
CA Labor Federation - AFL-CIO,1
CA Labor Federation (as proposed to be amended),1
"CA Judges Association, Probate and Mental Health Comm",1
CA Judges Association Consumer Attorneys of California,1
CA Jonathan Brestlow,1
CA Joan Chang,1
CA Jack Miller,1
CA Integrated Waste Management Bd.None on file,1
CA Housing Partnership (Submitted 04/13/2022),1
CA Housing Council (unless amended),1
CA Hospital Association (support as proposed to be amended),1
CA Hong Jin,1
"CA Harley Davidson, Escondido Cycle Center",1
CA Grape & Tree Fruit League CA Chamber of Commerce,1
CA Grand Jurors Assn. None on file,1
CA Geotechnical Engineers Assoc,1
CA Financial Crimes Investigators Assoc,1
CA Fence Contractors' Assoc,1
CA Fence Contractors Assoc,1
CA Fence Contractors Assn,1
CA Fence Contractors,1
CA Federation of the Arts [previous version of bill,1
"CA Federation of Teachers, AFT, AFL-CIO",1
"CA Federation of Teachers, AFL CIO",1
CA Federation of Teachers (CFT) Retirement Committee,1
CA Farmers Union,1
CA Farm Bureau FederationNone on file,1
CA Farm Bureau Federation None on file,1
CA Farm Bureau Federation CA Chamber of Commerce,1
CA Faculty Assoc,1
CA Erika Jensen,1
CA Economic Summit,1
CA ENA,1
CA Duangiai B. Mackey,1
CA Dr. Randy W. Martin,1
CA District of the American Academy of Pediatrics,1
CA District Attorneys AssociationAmerican Civil Liberties Union,1
CA Dispute Resolution,1
CA Dept. of Forestry Employees Assn. California Taxpayers' Association,1
CA Dept. of Forestry Empl. Assc,1
CA Dental Hygienists' Association (CDHA) writes the following,1
CA DENTAL ASSOC,1
CA Crime Victims for Alternatives to the death penalty,1
CA Court Reporters Assoc,1
"CA Council of Air Conditioning/Refrigeration Contractors Assoc., CA Chapter",1
CA Council of Air Conditioning & Refrigeration Contractors Assn,1
CA Correctional Peace Officers Assoc.Dept. of Forestry & Fire,1
CA Correctional Peace Officers Assn. California Taxpayers' Association,1
"CA Congress of Parents, Teachers,Bernice Bush Company and Students, Inc",1
CA Conference of Masonry Contractors Assn,1
CA Conference Board of Amalgamated: Transit Union Engineers,1
CA Community Colleges Extended Opportunity Programs & Services Assoc.- co-sponsor,1
CA Commission on Uniform State LawsAttorney General,1
CA Coalition of Housekeeping Agencies,1
CA Coalition of Grandparent and Relative Care Givers,1
CA Coalition of Agencies Serving Deaf & Hard of Hearing Persons,1
"CA Coalition for Electronic ReportingSEIU, AFL-CIO CA State",1
CA Chiropractic Association Association of CA Insurance,1
"CA Child, Youth and Family CoalitionCA Attorneys for Criminal",1
CA Child Care Health Program,1
CA Charlis Tsai,1
CA Chapters/National Electrical Contractors Assn,1
CA Chapters of the National Electrical Contractors Assoc,1
CA Chapters of the National Electrical Contractors Assn,1
CA Chapter of the National Electrical Contractors Assoc,1
CA Chapter of the American Fence Contractors' Assoc,1
CA Chapter of the American Fence Contractor's Assoc,1
CA Chapter of the American Fence Association,1
CA Chapter of the Alzheimer's Association,1
CA Chapter of APA,1
CA Chapter Cities of Lakewood,1
CA Chamber of Commerce (CAOC),1
CA Central Valley Flood Control AssociationOF SECTION 2,1
CA Central Valley Flood Control Association OF SECTION 2,1
CA Center Credit Union,1
CA CHAMBER OF COMMERCE,1
CA Business Properties AssociationNone on file,1
CA Business Properties Asociation,1
CA Business Properties,1
CA Buffalo Soldiers Motorcycle Club,1
CA Bankers AssociationNone on file,1
CA Bankers Association None on file,1
"CA Bankers Assoc., Southern CA",1
CA Bankers Assoc,1
CA Automatic Fire Alarm Association,1
CA Attorney General Bill Lockyer,1
CA Association of Resource Specialists & Special Education Teachers,1
CA Association of Recreation and Park Districts CA Independent Public Employees Legislative Council City of Moreno Valley County of Del Norte,1
CA Association of RealtorsJudicial Council of California,1
CA Association of Realtors Judicial Council of California,1
CA Association of Realtors CA Municipal Utilities Association,1
CA Association of Local Conservation |California,1
CA Association of Local Agency Formation Commissions - SPONSOR,1
"CA Association of Joint Powers Authorities (CAJPA, sponsor)",1
"CA Association of Independent Business, Inc",1
CA Association of Homes and Services for the Aging (previous version),1
CA Association of Councils of Governments (in concept),1
CA Association of Councils of Government (in concept),1
CA Association for Music Education,1
CA Association for Health and Services at Home,1
CA Assoc. of Realtors None to date,1
CA Assoc. of Neurological Surgeons Inc,1
CA Assoc. of Marriage and Family,1
CA Assoc. of Long Distance Cos.League of California,1
CA Assoc. of Long Distance Cos. League of California,1
CA Assoc. of County Veterans Services Officers,1
CA Assoc. of County Veterans Service Officers,1
CA Assoc. of Community Organizers for Reform Now (ACORN),1
CA Assoc. of Black Social WorkersTraditional Values Coalition,1
CA Assoc. of Administrators of State and Federal Education Programs,1
CA Assn. of Marriage and Family,1
CA Assn. Window Manufacturers,1
CA Assn of County Veterans Service |and Environmental Design,1
CA Ass'n. of Public Hospitals and Health Systems,1
CA Asian Pacific Chamber of Commerce |Inland Empire Economic Partnership,1
CA Asian Pacific Chamber of Commerce,1
CA Arthritis Foundation Council CA Newspaper Publishers Assn,1
CA Art Education Association,1
CA Apartment Association (Submitted 04/12/2022),1
CA American College of EmergencyBlue Cross of California Physicians,1
CA American Association of University Women (AAUW),1
CA Alliance of Nurses for Healthy Environments,1
CA Alliance Against Domestic Violence Family Law Section,1
CA Agricultural,1
CA Abortion and Reproductive Rights (CARAL),1
CA Abortion and Reproductive Rights,1
CA 8 independent insurance agents,1
C3 Intelligence,1
C.R.C.Inc./H.O.W. House,1
C.R.C. Inc./H.O.W. House,1
C.O.A.A.S.T. (Californians Organized To Acquire Access To State Tidelands Natural Resources Defense Council,1
"C.Everett Koop, M.D",1
"C.E. Scott Brewster, CFP?,MBA",1
C.A.S.T,1
"C. Robert Jameson, Presiding Judge, Superior Court",1
C. Lynne Goldsmith,1
"C. Everett Koop, M.D",1
C) Rates: Both bills propose changes in the rates,1
C&C,1
"C Freeman, Medical Doctor",1
C & AB 1622 (Liu) L Refrigeration Corp,1
C,1
"Byron Wear, San Diego City Councilmember",1
Byron Wear,1
"Byron Spicci, Biology Instructor, Reedley College",1
Byron Sher,1
Byrant,1
"Byng Hunt, Mono County Supervisors, District 5",1
"Byington Steel Treating, Inc., Santa Clara, California",1
"Byars Thompson Insurance Services, Santa Maria, CA",1
Byars Thompson Insurance Services (12 letters from Independent Agents),1
By: JAN OWEN 445-6306,1
"By simply restating CDCR's existing statutory authority to issue these credits, AB 622 ensures fairness in the parole process, reduces wasteful spending, and",1
"By requiring each local detention facility to offer in-person visitation, Assembly Bill 964 mandates local detention facilities to provide the incarcerated with an opportunity to",1
"By requiring MCMC plans to develop and conduct outreach to beneficiaries and physicians on an annual basis, CPEHN",1
"By reducing administrative barriers, CAADPE",1
"By providing law enforcement with access to real-time data from toll lanes, AB 2645 will better protect abducted children",1
"By prohibiting payment by piece, establishing joint and several liability and allowing wage",1
By pooling information across multiple,1
By lending your,1
By investing in place-based,1
"By incorporating a six-month deadline from the Board, it will ensure victims receive a response in a reasonable time frame",1
"By helping to prevent abuse, these practices also lower the liability risk of future",1
By expressing state policy,1
By enabling future operating,1
"By eliminating prior authorization requests for services that are nearly universally approved, Health Access",1
"By considering a course in the topic of maternal mental health, the Board",1
